Timestamp, x, y, yaw
12. 368000000, -8.49997642897, 1.83883313351e-05, 3.700383873246597e-05
12. 381000000, -8.49997641016, 1.84028003487e-05, 3.7024472801985385e-05
12. 391000000, -8.49997640437, 1.8408493628e-05, 3.7044337086622395e-05
12. 401000000, -8.49997640103, 1.84123442402e-05, 3.706376198547504e-05
12. 411000000, -8.49997638009, 1.84283003825e-05, 3.708485947046211e-05
12. 421000000, -8.49997636129, 1.84427693143e-05, 3.710549339377702e-05
12. 431000000, -8.4999763555, 1.84484626902e-05, 3.712535749944964e-05
12. 441000000, -8.49997635215, 1.84523133993e-05, 3.714478221486011e-05
12. 451000000, -8.49997633121, 1.84682694661e-05, 3.716587955817291e-05
12. 461000000, -8.49997631241, 1.84827383163e-05, 3.7186513334736724e-05
12. 471000000, -8.49997630662, 1.84884317888e-05, 3.7206377261947663e-05
12. 481000000, -8.49997630327, 1.84922825948e-05, 3.722580179441806e-05
12. 492000000, -8.49997628234, 1.85082385861e-05, 3.7246898996510314e-05
12. 503000000, -8.49997626353, 1.85227073545e-05, 3.726753262681128e-05
12. 513000000, -8.49997625774, 1.85284009237e-05, 3.728739637601705e-05
12. 523000000, -8.4999762544, 1.85322518267e-05, 3.7306820726038026e-05
12. 533000000, -8.49997623346, 1.85482077425e-05, 3.7327917787120395e-05
12. 543000000, -8.49997621465, 1.85626764292e-05, 3.7348551271348844e-05
12. 553000000, -8.49997620887, 1.8568370095e-05, 3.736841484249046e-05
12. 563000000, -8.49997620552, 1.85722210948e-05, 3.7387839009967296e-05
12. 573000000, -8.49997618458, 1.85881769352e-05, 3.740893593024241e-05
12. 583000000, -8.49997616578, 1.86026455401e-05, 3.7429569268570946e-05
12. 593000000, -8.49997615999, 1.86083393025e-05, 3.744943266162122e-05
12. 603000000, -8.49997615664, 1.86121903993e-05, 3.7468856646550246e-05
12. 613000000, -8.4999761357, 1.86281461642e-05, 3.7489953425813674e-05
12. 623000000, -8.4999761169, 1.86426146874e-05, 3.75105866180525e-05
12. 634000000, -8.49997611111, 1.86483085464e-05, 3.7530449832899474e-05
12. 644000000, -8.49997610776, 1.86521597401e-05, 3.7549873635134236e-05
12. 654000000, -8.49997608683, 1.86681154295e-05, 3.7570970273650224e-05
12. 664000000, -8.49997606802, 1.86825838709e-05, 3.759160332007108e-05
12. 674000000, -8.49997606223, 1.86882778266e-05, 3.761146635708567e-05
12. 684000000, -8.49997605889, 1.86921291172e-05, 3.763088997702163e-05
12. 694000000, -8.49997603795, 1.87080847311e-05, 3.765198647508196e-05
12. 704000000, -8.49997601914, 1.87225530908e-05, 3.767261937593649e-05
12. 715000000, -8.49997601336, 1.87282471431e-05, 3.769248223530805e-05
12. 726000000, -8.49997601001, 1.87320985306e-05, 3.7711905673125666e-05
12. 736000000, -8.49997598907, 1.8748054069e-05, 3.77330020306857e-05
12. 747000000, -8.49997597027, 1.8762522347e-05, 3.7753634785980375e-05
12. 757000000, -8.49997596448, 1.87682164959e-05, 3.777349746771818e-05
12. 767000000, -8.49997596113, 1.87720679803e-05, 3.779292072342841e-05
12. 777000000, -8.49997594019, 1.87880234433e-05, 3.781401694060194e-05
12. 787000000, -8.49997592139, 1.88024916395e-05, 3.7834649550431804e-05
12. 797000000, -8.4999759156, 1.8808185885e-05, 3.785451205456757e-05
12. 807000000, -8.49997591225, 1.88120374663e-05, 3.7873935128203376e-05
12. 817000000, -8.49997589132, 1.88279928538e-05, 3.789503120482486e-05
12. 827000000, -8.49997587251, 1.88424609683e-05, 3.791566366905771e-05
